,city,lat,lng,max_temp,humidity,cloudiness,wind_speed,country,date
384,viesca,25.35,-102.8,21.0,30,5,3.22,MX,1604770589
385,tazovskiy,67.47,78.7,-1.81,99,100,3.12,RU,1604770348
386,bonavista,48.65,-53.11,11.11,71,83,6.7,CA,1604770334
387,ketchikan,55.34,-131.65,3.0,80,20,7.2,US,1604770253
388,aswan,24.09,32.91,22.67,37,63,4.33,EG,1604770313
389,shrewsbury,52.71,-2.75,9.0,87,25,1.0,GB,1604770589
390,newport,51.59,-3.0,11.67,91,85,0.45,GB,1604770589
391,leh,34.17,77.58,-1.17,61,0,1.81,IN,1604770353
392,beringovskiy,63.05,179.32,-2.44,86,18,2.07,RU,1604770415
393,sidrolandia,-20.93,-54.96,36.0,26,0,7.2,BR,1604770590
394,dubti,11.74,41.09,28.81,49,7,6.12,ET,1604770590
395,saint-jean-port-joli,47.22,-70.27,13.0,58,68,2.6,CA,1604770590
396,port shepstone,-30.74,30.45,21.76,86,22,6.15,ZA,1604770590
397,jinan,36.67,117.0,13.33,33,0,5.06,CN,1604770590
398,fort nelson,58.81,-122.7,-16.0,84,75,1.5,CA,1604770590
399,zhoucheng,35.91,116.31,9.67,43,0,4.4,CN,1604770590
400,zheleznodorozhnyy,55.75,38.0,21.7,75,0,2.0,RU,1604770591
401,raudeberg,61.99,5.14,7.78,96,99,0.82,NO,1604770371
402,souillac,-20.52,57.52,23.0,78,40,3.6,MU,1604770307
403,mae ramat,16.98,98.52,22.11,88,23,0.93,TH,1604770591
404,botshabelo,-29.27,26.71,26.0,29,0,3.6,ZA,1604770591
405,santa cruz,-17.8,-63.17,38.0,31,25,7.7,BO,1604770591
406,taltal,-25.4,-70.48,18.27,63,23,2.6,CL,1604770592
407,maniitsoq,65.42,-52.9,-5.63,88,97,5.99,GL,1604770396
408,dunedin,-45.87,170.5,9.44,73,100,0.89,NZ,1604770348
409,tshikapa,-6.42,20.8,23.38,87,87,0.84,CD,1604770592
410,eregli,37.51,34.05,9.71,57,0,3.53,TR,1604770592
411,kimparana,12.83,-4.92,30.19,13,0,3.54,ML,1604770592
412,bahia honda,22.9,-83.16,25.91,85,97,7.9,CU,1604770593
413,karasjok,69.47,25.51,3.0,69,75,23.7,NO,1604770593
414,ugoofaaru,5.67,73.0,27.54,80,99,7.56,MV,1604770382
415,marsa matruh,31.35,27.25,18.0,93,75,4.59,EG,1604770593
416,rock sound,24.9,-76.2,26.58,77,100,11.62,BS,1604770593
417,liptovsky hradok,49.04,19.72,6.11,93,0,1.5,SK,1604770593
418,behbahan,30.6,50.24,25.0,53,0,3.1,IR,1604770594
419,manaure,11.78,-72.44,29.46,65,46,5.31,CO,1604770388
420,zhizdra,53.75,34.74,5.8,93,0,2.7,RU,1604770594
421,saint-pierre,-21.34,55.48,24.0,73,90,5.1,RE,1604770356
422,erzin,36.96,36.2,19.44,48,3,3.13,TR,1604770594
423,koumac,-20.57,164.28,22.94,77,1,4.47,NC,1604770594
424,okhotsk,59.38,143.3,-11.73,89,92,6.49,RU,1604770318
425,taiyuan,37.87,112.56,0.0,47,0,1.0,CN,1604770332
426,lockport,41.59,-88.06,21.11,55,1,5.1,US,1604770594
427,marrakesh,31.63,-8.01,23.0,49,20,3.1,MA,1604770341
428,northam,51.03,-4.22,13.33,91,97,2.24,GB,1604770595
429,grand-santi,4.25,-54.38,35.42,38,0,2.29,GF,1604770595
430,mersing,2.43,103.84,24.0,94,82,2.6,MY,1604770595
431,havre-saint-pierre,50.23,-63.6,2.0,51,1,5.1,CA,1604770595
432,port-gentil,-0.72,8.78,27.0,88,40,5.1,GA,1604770376
433,ternate,0.8,127.4,26.98,80,27,3.19,ID,1604770596
434,bosobolo,4.18,19.9,23.01,92,77,0.23,CD,1604770596
435,carutapera,-1.2,-46.02,30.61,62,39,5.77,BR,1604770363
436,ust-maya,60.42,134.53,-21.32,89,98,1.61,RU,1604770596
437,billund,55.73,9.11,8.0,87,68,1.0,DK,1604770596
438,muli,2.92,73.57,28.95,70,56,3.1,MV,1604770596
439,nuqui,5.71,-77.27,26.66,70,90,4.18,CO,1604770596
440,matara,5.95,80.54,25.71,86,15,2.36,LK,1604770597
441,esperance,-33.87,121.9,13.0,100,40,4.1,AU,1604770341
442,sai buri,6.7,101.62,25.91,82,30,0.76,TH,1604770348
443,marovoay,-16.1,46.63,27.0,78,20,4.1,MG,1604770597
444,lubango,-14.92,13.49,19.4,42,50,3.11,AO,1604770597
445,wainwright,52.84,-110.86,-2.0,100,100,3.6,CA,1604770597
446,ust-kuyga,70.02,135.6,-30.32,85,99,2.01,RU,1604770598
447,flinders,-34.58,150.86,13.33,83,43,2.99,AU,1604770336
448,myitkyina,25.38,97.4,18.85,74,0,0.84,MM,1604770598
449,anadyr,64.75,177.48,-11.0,92,40,1.0,RU,1604770598
450,teacapan,22.55,-105.75,29.85,47,0,1.74,MX,1604770598
451,tairua,-37.02,175.85,16.67,91,18,4.58,NZ,1604770346
452,waipawa,-41.41,175.52,17.22,100,100,7.2,NZ,1604770456
453,lamar,33.67,-95.58,23.33,64,1,1.5,US,1604770598
454,kaeo,-35.1,173.78,16.11,93,47,2.24,NZ,1604770599
455,muros,42.78,-9.06,15.0,93,75,4.1,ES,1604770371
456,tornesch,53.7,9.72,8.0,93,0,0.5,DE,1604770599
457,bokoro,12.38,17.06,29.66,18,5,4.39,TD,1604770599
458,luderitz,-26.65,15.16,17.69,83,3,2.86,NA,1604770415
459,konza,-1.74,37.13,22.0,68,20,4.1,KE,1604770599
460,crib point,-38.35,145.2,7.78,88,1,3.25,AU,1604770599
461,camocim,-2.9,-40.84,31.63,54,83,9.29,BR,1604770403
462,xingyi,24.19,102.82,9.27,96,0,1.26,CN,1604770382
463,warrington,53.39,-2.58,10.56,87,40,3.6,GB,1604770300
464,gwanda,-20.93,29.0,30.57,31,39,1.6,ZW,1604770600
465,sulangan,11.14,123.72,26.8,77,100,4.14,PH,1604770600
466,sao gabriel,-30.34,-54.32,28.67,43,10,2.89,BR,1604770600
467,aksehir,38.36,31.42,7.88,62,17,2.61,TR,1604770600
468,kendari,-3.94,122.5,23.6,86,68,1.18,ID,1604770601
469,yulara,-25.24,130.99,25.0,12,61,4.1,AU,1604770309
470,huntington,38.42,-82.45,22.78,42,1,0.5,US,1604770555
471,peru,40.75,-86.07,20.56,59,1,6.7,US,1604770439
472,del rio,29.36,-100.9,22.0,68,90,7.2,US,1604770601
473,budogoshch,59.28,32.47,7.14,88,18,4.51,RU,1604770601
474,ouesso,1.61,16.05,23.07,92,70,0.77,CG,1604770601
475,puquio,-14.7,-74.13,19.83,25,33,2.63,PE,1604770601
476,buncrana,55.13,-7.45,10.0,81,0,6.2,IE,1604770602
477,archidona,37.1,-4.39,19.44,80,35,2.24,ES,1604770602
478,severobaykalsk,55.65,109.32,-11.54,83,97,1.25,RU,1604770602
479,kagalnitskaya,46.88,40.15,9.4,79,87,8.0,RU,1604770602
480,gadwal,16.23,77.8,23.57,80,1,2.49,IN,1604770602
481,santa barbara,34.73,-120.03,11.67,81,90,3.6,US,1604770603
482,alta floresta,-9.88,-56.09,34.65,37,100,3.15,BR,1604770374
483,katsuura,35.13,140.3,17.22,82,75,2.6,JP,1604770306
484,castanos,26.78,-101.42,25.0,60,5,4.1,MX,1604770603
485,sorong,-0.88,131.25,26.73,85,92,5.22,ID,1604770603
486,jimo,36.39,120.46,11.67,75,0,1.0,CN,1604770603
487,ukiah,39.15,-123.21,9.44,75,1,1.4,US,1604770604
488,mbanza-ngungu,-5.25,14.87,22.47,94,50,2.36,CD,1604770604
489,andenes,69.31,16.12,3.0,74,100,12.9,NO,1604770375
490,eyl,7.98,49.82,25.63,81,8,7.25,SO,1604770605
491,lavrentiya,65.58,-171.0,-1.59,95,80,5.44,RU,1604770381
492,pevek,69.7,170.31,-7.88,97,100,0.86,RU,1604770076
493,buala,-8.14,159.59,26.48,76,49,1.48,SB,1604770330
494,olinda,-8.01,-34.86,29.0,74,40,5.7,BR,1604770374
495,krasnopavlivka,49.14,36.33,8.75,78,99,4.97,UA,1604770606
496,tambo,-14.8,-73.92,12.51,39,45,1.96,PE,1604770606
497,champerico,14.3,-91.92,27.0,83,75,3.1,GT,1604770607
498,storforshei,66.4,14.52,2.22,92,77,2.14,NO,1604770607
499,kudahuvadhoo,2.67,72.89,28.98,68,48,2.99,MV,1604770607
500,le vauclin,14.55,-60.84,29.0,74,90,5.1,MQ,1604770608
501,sidi ali,36.1,0.42,18.81,67,13,1.13,DZ,1604770608
502,tambopata,-12.73,-69.18,35.0,56,27,2.6,PE,1604770608
503,jutai,-5.18,-68.9,35.07,44,68,2.16,BR,1604770608
504,sibolga,1.74,98.78,26.01,76,100,1.11,ID,1604770061
505,san cristobal,7.77,-72.22,30.0,70,40,5.1,VE,1604770394
506,motygino,58.18,94.76,1.59,97,100,2.58,RU,1604770608
507,dillon,34.42,-79.37,26.67,57,90,2.6,US,1604770609
508,plonsk,52.62,20.38,8.0,100,75,3.1,PL,1604770609
509,saint anthony,45.02,-93.22,19.44,68,1,5.7,US,1604770311
510,narsaq,60.92,-46.05,0.0,95,75,1.78,GL,1604770334
511,vanimo,-2.67,141.3,24.48,92,100,1.24,PG,1604770336
512,bandrele,-12.91,45.19,26.0,78,0,1.0,YT,1604770609
513,mogadishu,2.04,45.34,27.13,79,24,3.79,SO,1604770173
514,cairns,-16.92,145.77,25.0,83,75,2.6,AU,1604770536
515,rimavska sobota,48.38,20.02,6.11,63,0,0.32,SK,1604770609
516,never,46.99,3.16,16.67,67,0,5.1,FR,1604770610
517,livno,43.83,17.01,14.0,67,0,1.5,BA,1604770562
518,abha,18.22,42.51,18.0,82,20,3.1,SA,1604770388
519,feltre,46.02,11.91,11.67,84,0,0.45,IT,1604770610
520,lasa,46.62,10.7,10.0,70,5,0.82,IT,1604770610
521,gympie,-26.19,152.66,16.11,91,57,1.34,AU,1604770610
522,caravelas,-17.71,-39.25,28.3,63,13,3.98,BR,1604770308
523,rio gallegos,-51.62,-69.22,18.0,34,0,7.2,AR,1604770370
524,sjovegan,68.87,17.85,1.0,89,100,11.8,NO,1604770611
525,sao jose da coroa grande,-8.9,-35.15,27.53,75,31,6.56,BR,1604770337
526,osmena,10.52,119.93,26.01,79,100,4.66,PH,1604770611
527,guerrero negro,27.98,-114.06,21.5,61,93,3.57,MX,1604770611
528,san andres,12.58,-81.7,30.0,74,40,2.6,CO,1604770237
529,tigil,57.8,158.67,-3.06,95,78,2.1,RU,1604770611
530,hervey bay,-25.3,152.85,21.11,69,11,1.79,AU,1604770611
531,cascais,38.7,-9.42,17.22,88,40,6.2,PT,1604770611
532,petropavlovsk-kamchatskiy,53.05,158.65,-6.0,85,0,2.0,RU,1604770374
533,jiayuguan,39.82,98.3,0.88,62,52,0.85,CN,1604770612
534,lima,-12.04,-77.03,20.0,68,90,4.6,PE,1604770277
535,walvis bay,-22.96,14.51,19.0,68,0,7.2,NA,1604770346
536,aberdeen,57.14,-2.1,8.0,93,90,1.0,GB,1604770482
537,srednekolymsk,67.45,153.68,-20.6,91,98,4.02,RU,1604770612
538,khovu-aksy,51.13,93.6,-1.61,92,0,1.78,RU,1604770612
539,rodniki,57.11,41.73,2.52,88,8,3.81,RU,1604770612
540,horki,54.29,30.98,8.05,85,34,5.69,BY,1604770613
541,sayyan,15.17,44.32,13.33,36,10,1.6,YE,1604770613
542,loudi,27.73,111.99,14.37,67,0,1.73,CN,1604770613
543,carinhanha,-14.3,-43.77,30.71,49,100,3.18,BR,1604770613
544,snezhnogorsk,69.19,33.25,1.0,91,75,3.0,RU,1604770613
545,turka,49.15,23.03,4.44,90,0,1.92,UA,1604770613
546,sicuani,-14.27,-71.23,18.02,27,5,3.54,PE,1604770613
547,loviisa,60.46,26.23,7.78,89,25,0.89,FI,1604770613
548,bodden town,19.28,-81.25,26.0,88,75,12.9,KY,1604770614
549,kaniama,-7.57,24.18,21.0,93,70,1.33,CD,1604770614
550,oktyabrskiy,54.48,53.47,1.68,89,94,5.04,RU,1604770614
551,yurginskoye,56.82,67.39,1.84,92,100,2.45,RU,1604770614
552,nisia floresta,-6.09,-35.21,32.0,58,20,8.2,BR,1604770439
553,ayan,56.45,138.17,-10.68,86,87,7.62,RU,1604770310
554,ossora,59.24,163.07,-2.23,89,89,2.67,RU,1604770614
555,jalgaon,21.02,75.57,21.09,38,0,2.9,IN,1604770614
556,natal,-5.79,-35.21,32.0,58,20,8.2,BR,1604770376
557,bria,6.54,21.99,24.38,73,54,0.13,CF,1604770615
558,lorengau,-2.02,147.27,27.35,76,17,3.91,PG,1604770306
559,tieling,42.29,123.84,-0.03,72,10,4.1,CN,1604770537
560,dalbandin,28.89,64.41,14.9,28,0,1.15,PK,1604770615
561,kayes,14.0,-11.0,35.65,14,0,3.05,ML,1604770615
562,netivot,31.42,34.59,21.11,66,100,2.68,IL,1604770615
563,cachipay,5.27,-74.57,29.42,63,67,1.51,CO,1604770615
564,punta de bombon,-17.17,-71.79,18.6,73,71,2.98,PE,1604770615
565,naantali,60.47,22.02,8.33,87,90,4.6,FI,1604770615
566,iquique,-20.22,-70.14,20.0,56,75,3.6,CL,1604770597
567,port hedland,-20.32,118.57,25.0,78,0,2.1,AU,1604770345
568,gander,48.97,-54.59,8.0,70,75,7.7,CA,1604770616
569,lar,26.2,83.97,21.12,40,0,1.35,IN,1604770616
570,nybro,56.74,15.91,10.0,93,79,2.1,SE,1604770616
571,waddan,29.16,16.14,18.14,60,18,5.21,LY,1604770616
572,conde,-7.26,-34.91,30.0,70,75,7.7,BR,1604770616
573,nouakchott,18.09,-15.98,32.0,35,0,7.7,MR,1604770616
574,broken hill,-31.95,141.43,15.0,41,0,3.6,AU,1604770358
575,wangaratta,-36.37,146.33,6.11,93,0,1.5,AU,1604770617
576,malinovoye ozero,51.68,79.78,6.69,58,20,5.67,RU,1604770617
577,college,64.86,-147.8,-2.0,74,90,2.1,US,1604770366
578,uyar,55.81,94.32,3.51,92,100,7.0,RU,1604770617
579,gorontalo,0.54,123.06,24.46,84,100,1.18,ID,1604770360
580,sabha,27.04,14.43,18.71,39,10,4.47,LY,1604770212
581,san lorenzo,-25.33,-57.53,37.0,19,0,1.5,PY,1604770617
582,gamba,-2.65,10.0,24.74,90,92,2.47,GA,1604770618
